dstPort,Unique Ports,Auth Failures,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
443,1,0,0x0014,0x0011,0.372553166,0.000024065,64256,64512,1.98944751972857,2.40762679047806,0,583,0,2962,0.0988705923846153,0.0004592613,0.0165053203962775,8.36247961826678E-07,0.125978174224887,0.0009144659435029,26947.3974358974,854261.833333333,276.380170817677,1515.11953924784,TCP,940,5625,13,10,23,1806,6293,6.5344774723053,4.15346765518189,138.923076923077,169.947763810656,28882.2424242424,629.3,923.725193622721,853268.233333333,0.0001513957977294,1,8,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.21776556,0.000046236,64256,64384,2.01586764219771,2.37388543997377,0,583,0,2962,0.0885792323076923,0.0004552238,0.0113733126560442,4.04360196229067E-07,0.104574746253044,0.0006358932270665,31630.858974359,854261.833333333,294.00654227745,1493.8861073755,TCP,1030,5625,13,10,23,1896,6293,6.44883608818054,4.21250319480896,145.846153846154,184.087347515117,33888.1515151515,629.3,923.725193622721,853268.233333333,8.32080841064453E-05,1,8,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.187653446,0.000025687,64256,64512,2.06434784537905,2.42222081568293,0,583,0,2962,0.0843271845384615,0.0004380926,0.0109765856696544,2.56881570444933E-07,0.102734654804232,0.0005068348551993,26202.6666666667,854261.833333333,284.086022721779,1524.30355930927,TCP,923,5625,13,10,23,1789,6293,6.29738831520081,4.12844276428223,137.615384615385,167.595540368815,28088.2651515151,629.3,923.725193622721,853268.233333333,4.07695770263672E-05,1,8,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.144323885,0.00002668,64256,64512,1.91781975675606,2.42484465844688,0,583,0,2962,0.07847642,0.0002372465,0.0094612209713968,7.57320226887222E-08,0.0955160731103324,0.0002751945179118,26035.032967033,854261.833333333,258.905667162069,1525.95474356062,TCP,958,5625,14,10,24,1890,6293,7.29995608329773,4.1239755153656,135,166.68652445803,27784.3974358974,629.3,923.725193622721,853268.233333333,0.0001201629638671,1,9,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.597999237,0.000073788,64256,64512,1.6940640324332,2.35432663448534,0,583,0,2962,0.106603884066667,0.0005467474,0.0259246176974398,8.77963149637822E-07,0.15830497078169,0.0009369968781366,23947,854261.833333333,219.43776100118,1481.57775108163,TCP,945,5625,15,10,25,1943,6293,8.85444688796997,4.24749898910522,129.533333333333,159.568046733867,25461.9615384615,629.3,923.725193622721,853268.233333333,9.56058502197266E-05,1,10,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.385643723,0.000052959,64256,64384,1.76115004868215,2.39556898692939,0,583,0,2962,0.0909679228666666,0.0003355116,0.0147317381808655,1.16872430468489E-07,0.119334321305747,0.0003418661002037,25960.9238095238,854261.833333333,233.528496455253,1507.53156347466,TCP,991,5625,15,10,25,1989,6293,8.51716184616089,4.17437362670898,132.6,166.127003580638,27598.1813186813,629.3,923.725193622721,853268.233333333,0.0001277923583984,1,10,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.248996911,0.001398076,64256,64384,1.80487716995576,2.42422462945834,0,583,0,2962,0.0810853105333333,0.0005183214,0.0100596410651127,2.83483810001378E-07,0.0986119652794511,0.0005324319768772,27073.6857142857,854261.833333333,242.094191063399,1525.56455931814,TCP,1014,5625,15,10,25,2012,6293,8.31081485748291,4.12503027915955,134.133333333333,169.645655269,28779.6483516484,629.3,923.725193622721,853268.233333333,9.51290130615234E-05,1,10,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.281739741,0.000079979,64256,64512,1.81148462672628,2.2822430526951,0,583,0,2962,0.0919298450714285,0.000291204,0.0130268544793606,7.97821919157778E-08,0.112078587056254,0.0002824574161104,26868.3736263736,854261.833333333,246.879476270981,1436.21555306103,TCP,976,5625,14,10,24,1908,6293,7.72846746444702,4.38165426254272,136.285714285714,169.325850329309,28671.2435897436,629.3,923.725193622721,853268.233333333,0.0001327991485595,1,9,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0011,0.232003558,0.000260134,64256,64512,1.87017059690604,2.38327717544507,0,583,0,2962,0.0856113770714285,0.0008012499,0.0107647794277724,2.2171181162881E-06,0.101883870262362,0.0014889990316612,25505.1868131868,854261.833333333,250.870027213539,1499.79632650758,TCP,946,5625,14,10,24,1878,6293,7.48594808578491,4.19590306282043,134.142857142857,164.987450960244,27220.858974359,629.3,923.725193622721,853268.233333333,8.67843627929688E-05,1,9,0,0,0,0,0,0,Hulk
443,1,0,0x0014,0x0019,0.536937797,0.00004272,64256,64512,1.93093318662865,2.65520573504253,0,583,0,2962,0.112252555923077,0.0004150616666666,0.0255158093431965,3.7977275458025E-07,0.156634708991226,0.0006162570523574,27736.5897435897,917099.25,270.776246094156,1837.10734578998,TCP,957,5625,13,9,22,1823,6227,6.7324960231781,3.38956785202026,140.230769230769,172.407616895648,29724.3863636364,691.888888888889,957.003845922842,915856.361111111,9.58442687988281E-05,1,8,0,0,0,0,0,0,Hulk
