forward,srcIP,dstPort,Unique Ports,Auth Failures,Origin,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,bwd meanDelta,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN,Forward FIN flag count,Forward SYN flag count,Forward RST flag count,Forward ACK flag count,Forward 0x0014 flag count,Forward ACK-PSH flag count,Forward 0x003F flag count,Forward ACK-FIN-PSH flag count,Forward URG flag count,Forward FIN-ACK flag count,Backward FIN flag count,Backward RST flag count,Backward ACK flag count,Backward 0x0014 flag count,Backward ACK-PSH flag count,Backward 0x003F flag count,Backward SYN-ACK flag count,Backward ACK-FIN-PSH flag count,Backward URG flag count,Backward FIN-ACK flag count,Label
185.182.193.115 2467 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.161707156,0.000108703,64256,64512,4.048057040786478,4.749480917039722,0.0,583,0.0,2962,0.04740002330769231,0.004140169566205466,4.408083358865714e-07,0.06309462952738183,0.0006639339845847412,27641.4358974359,1004946.125,567.0393747132445,2836.0337925873437,0.0005592545,TCP,955.0,4241.0,13.0,8.0,21.0,1821.0,4777.0,3.2114171981811523,1.6843945980072021,140.07692307692307,172.11278455146964,29622.810606060608,597.125,1001.8694579206842,1003742.4107142857,0.00015783309936523438,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 25513 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.026228187,0.00011793,64256,64384,4.411208196897039,4.353664570455954,0.0,583,0.0,2962,0.033060322153846154,0.003106326718814152,6.515821342476112e-07,0.054652105304776474,0.0008072063764909264,29554.589743589742,910553.6944444445,630.8027721562767,2342.7552794131316,0.0005236371111111112,TCP,993.0,4241.0,13.0,9.0,22.0,1859.0,4843.0,2.947038412094116,2.0672240257263184,143.0,177.9515383468207,31666.75,538.1111111111111,953.7391473097406,909618.3611111111,3.695487976074219e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 55439 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.164714711,0.000127249,64256,64384,3.178750621117693,3.4391612502238944,0.0,583,0.0,2962,0.0465234215,0.0047429547960203666,5.180190112315779e-06,0.06762812693920596,0.0022760031002430066,27949.75824175824,910553.6944444445,438.2134784826534,1850.650881648258,0.0012147415555555556,TCP,998.0,4241.0,14.0,9.0,23.0,1930.0,4843.0,4.404246091842651,2.616917133331299,137.85714285714286,172.69296156577713,29822.858974358973,538.1111111111111,953.7391473097406,909618.3611111111,0.00011038780212402344,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 62119 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.27222087,0.000402913,64256,64512,3.511380679170865,3.7996113018466615,0.0,583,0.0,2962,0.06574271518181818,0.009467226209113437,9.107728866356429e-07,0.09506259908640635,0.0009543442181077239,33015.25454545455,1004946.125,545.5408709730007,2268.842898615188,0.00059446175,TCP,975.0,4241.0,11.0,8.0,19.0,1709.0,4777.0,3.1326708793640137,2.105478525161743,155.36363636363637,189.00631970621745,35723.38888888889,597.125,1001.8694579206842,1003742.4107142857,7.104873657226562e-05,0.0,0.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 8308 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.007423281,8.8516e-05,64256,64384,9.331900498726881,11.400928353563234,0.0,583,0.0,2962,0.018508718214285715,0.0008634871710068212,7.13983603006111e-07,0.028855646647941602,0.0008449755043822933,27108.071428571428,910553.6944444445,1275.1375467188946,6134.966224034082,0.0006435088888888889,TCP,981.0,4241.0,14.0,9.0,23.0,1913.0,4843.0,1.500230312347412,0.7894093990325928,136.64285714285714,170.0777348668423,28926.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.0001461505889892578,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 17292 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.096433674,0.000238677,64256,64512,5.090136267640246,5.9147837193769695,0.0,583,0.0,2962,0.03348860323076923,0.0015680993838942563,5.867029388685714e-07,0.0388302442579118,0.0007659653640136552,26460.4358974359,1004946.125,702.8303538780186,3531.865228432973,0.000656758,TCP,929.0,4241.0,13.0,8.0,21.0,1795.0,4777.0,2.5539591312408447,1.3525431156158447,138.07692307692307,168.4131598903198,28362.992424242424,597.125,1001.8694579206842,1003742.4107142857,0.00024390220642089844,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 12572 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.07150144,0.000177272,64256,64512,3.5363403457395988,3.8029871827484683,0.0,583,0.0,2962,0.038749059,0.0031834939525640002,4.047591728405277e-07,0.055405755476957703,0.0006362068632453816,24748.98901098901,910553.6944444445,469.82807450540383,2046.4296584500923,0.00040789055555555555,TCP,928.0,4241.0,14.0,9.0,23.0,1860.0,4843.0,3.958894968032837,2.366560697555542,132.85714285714286,162.53334963505102,26417.089743589742,538.1111111111111,953.7391473097406,909618.3611111111,7.748603820800781e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 29463 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.005338182,0.000108222,64256,64384,5.516971638657163,6.0359772278538575,0.0,583,0.0,2962,0.02361363423076923,0.001219958555120939,1.066218256542839e-06,0.0342496287896916,0.0010325784505512592,32107.47435897436,1004946.125,808.0241538464029,3604.2329021822347,0.000701911375,TCP,1038.0,4241.0,13.0,8.0,21.0,1904.0,4777.0,2.356365203857422,1.3253860473632812,146.46153846153845,185.4682035968822,34398.454545454544,597.125,1001.8694579206842,1003742.4107142857,0.00014472007751464844,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 12015 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.13480561,2.5719e-05,64256,64384,2.2131828536365843,2.3365835318515784,0.0,583,0.0,2962,0.06590167828571429,0.012823639927283526,1.7874576816149997e-07,0.11120095677206827,0.000422783358425447,27697.917582417584,910553.6944444445,304.31264237503035,1257.341560528577,0.00029738266666666665,TCP,993.0,4241.0,14.0,9.0,23.0,1925.0,4843.0,6.32573127746582,3.8517775535583496,137.5,171.9144838097993,29554.589743589742,538.1111111111111,953.7391473097406,909618.3611111111,0.00012040138244628906,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 43048 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.344535638,5.0895e-05,64256,64512,6.366659719217986,8.241777978061508,0.0,583,0.0,2962,0.04461303961538461,0.008265676324403927,3.6984497200325003e-07,0.08915024226855606,0.0006081488074503229,26287.97435897436,910553.6944444445,877.1298120861087,4434.992305305765,0.0004562776666666667,TCP,925.0,4241.0,13.0,9.0,22.0,1791.0,4843.0,2.041887044906616,1.0919973850250244,137.76923076923077,167.8665369941974,28179.174242424244,538.1111111111111,953.7391473097406,909618.3611111111,8.392333984375e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 20581 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.251533882,0.000877592,64256,64512,3.632586509713879,4.254194071449638,0.0,583,0.0,2962,0.059078470642857144,0.011425475591034196,5.658446487361944e-07,0.10496391232873517,0.0007522264610715276,26773.494505494506,910553.6944444445,494.5507062510466,2289.2290986700664,0.0005852322222222222,TCP,974.0,4241.0,14.0,9.0,23.0,1906.0,4843.0,3.8540031909942627,2.1155593395233154,136.14285714285714,169.0273456862634,28570.24358974359,538.1111111111111,953.7391473097406,909618.3611111111,9.608268737792969e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 58695 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.112149021,0.000161542,64256,64384,5.526976648796597,6.2943903661088,0.0,583,0.0,2962,0.053055445636363635,0.01087253797643381,1.073036770524e-06,0.1018740973200633,0.0010358748816937304,33543.472727272725,1004946.125,863.213262057505,3758.5378473627175,0.0006837459999999999,TCP,984.0,4241.0,11.0,8.0,19.0,1718.0,4777.0,1.9902381896972656,1.2709729671478271,156.1818181818182,190.50587625815874,36292.48888888889,597.125,1001.8694579206842,1003742.4107142857,0.0001010894775390625,0.0,0.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 23303 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.340025293,5.1857e-05,64256,64384,3.383409301258154,3.894460808032246,0.0,583,0.0,2962,0.05744158164285714,0.009278672305698845,8.639647063776944e-07,0.09459012185172343,0.0009294970179498665,27108.071428571428,910553.6944444445,462.31871380763204,2095.6526325889076,0.0008357852222222222,TCP,981.0,4241.0,14.0,9.0,23.0,1913.0,4843.0,4.137838125228882,2.310974597930908,136.64285714285714,170.0777348668423,28926.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.0001614093780517578,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 10419 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.047945809,0.000108283,64256,64512,2.3022298538243624,2.39666280037093,0.0,583,0.0,2962,0.05422324915384615,0.010892804038495052,1.2889600388459284e-06,0.10234182936128548,0.0011353237594826987,28620.666666666668,1004946.125,326.0311662223578,1431.1072746714917,0.0007784082499999999,TCP,975.0,4241.0,13.0,8.0,21.0,1841.0,4777.0,5.64669942855835,3.337974786758423,141.6153846153846,175.12443627837374,30668.56818181818,597.125,1001.8694579206842,1003742.4107142857,3.552436828613281e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 50794 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.047404899,6.942e-05,64256,64512,3.6883271612328357,3.9481599180679705,0.0,583,0.0,2962,0.033949477,0.0025959701557642057,5.633147254400278e-07,0.050032558758427347,0.0007505429537608277,25900.64285714286,910553.6944444445,497.13381094616864,2124.548720355909,0.0006043744444444444,TCP,955.0,4241.0,14.0,9.0,23.0,1887.0,4843.0,3.7957587242126465,2.279542922973633,134.78571428571428,166.25713788416994,27641.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.00012230873107910156,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 33358 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.046290614,0.000168325,64256,64512,3.6517731109525973,3.890676873671006,0.0,583,0.0,2962,0.03334390142857143,0.002533033030184473,1.4566146529777611e-05,0.04942233872269444,0.0038165621349294985,26820.862637362636,910553.6944444445,497.4236658990431,2093.616455465409,0.001790712111111111,TCP,975.0,4241.0,14.0,9.0,23.0,1907.0,4843.0,3.833754062652588,2.3132221698760986,136.21428571428572,169.17643649949204,28620.666666666668,538.1111111111111,953.7391473097406,909618.3611111111,3.790855407714844e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 23427 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.031818621,4.272e-05,64256,64512,4.334662368092227,4.452787314073685,0.0,583,0.0,2962,0.029239418076923075,0.00227400927300247,2.1217808166245276e-06,0.046760532266934156,0.0014566333844260634,26460.4358974359,910553.6944444445,598.5168423635037,2396.094329117651,0.0008251755555555555,TCP,929.0,4241.0,13.0,9.0,22.0,1795.0,4843.0,2.999080181121826,2.0212059020996094,138.07692307692307,168.4131598903198,28362.992424242424,538.1111111111111,953.7391473097406,909618.3611111111,0.00022935867309570312,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 27358 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.110487041,8.5681e-05,64256,64384,4.217866298950955,4.446705422818099,0.0,583,0.0,2962,0.035214551,0.002750160212002056,2.4738690171144446e-06,0.051423582325940166,0.0015728537812252112,29822.858974358973,910553.6944444445,604.7771370188138,2392.8215958564506,0.0009352677777777778,TCP,998.0,4241.0,13.0,9.0,22.0,1864.0,4843.0,3.082127094268799,2.023970365524292,143.3846153846154,178.7557161620463,31953.60606060606,538.1111111111111,953.7391473097406,909618.3611111111,0.0002799034118652344,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 47554 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.628598916,0.000136707,64256,64512,4.262804786279385,5.559472869213734,0.0,583,0.0,2962,0.07522803141666666,0.03045761472353103,7.603290508768501e-06,0.1708465611107929,0.0027574064823251035,28316.78787878788,1004946.125,613.8438892242314,3319.700237029251,0.0019305527500000001,TCP,928.0,4241.0,12.0,8.0,20.0,1728.0,4777.0,2.8150479793548584,1.4389853477478027,144.0,174.63119579689806,30496.054545454546,597.125,1001.8694579206842,1003742.4107142857,8.654594421386719e-05,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 36859 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.045076613,2.9525e-05,64256,64384,2.3918745053440156,2.5650946673939323,0.0,583,0.0,2962,0.06629842585714286,0.02209876163674887,6.169673126724e-06,0.14597780704518792,0.0024838826716904326,27449.648351648353,910553.6944444445,328.02850359003645,1380.305941576535,0.0013021740000000001,TCP,988.0,4241.0,14.0,9.0,23.0,1920.0,4843.0,5.853149890899658,3.5086424350738525,137.14285714285714,171.14370180251058,29290.166666666668,538.1111111111111,953.7391473097406,909618.3611111111,9.846687316894531e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 5308 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.055687045,9.4145e-05,64256,64384,2.8898520374647605,3.1657075719132375,0.0,583,0.0,2962,0.06068359907142857,0.021835888342654843,7.4846642188816945e-06,0.1451069784247471,0.0027358114370112743,30093.054945054944,910553.6944444445,406.643465271827,1703.5024189750898,0.0015985937777777777,TCP,1038.0,4241.0,14.0,9.0,23.0,1970.0,4843.0,4.844538688659668,2.842966318130493,140.71428571428572,179.1855863594345,32107.47435897436,538.1111111111111,953.7391473097406,909618.3611111111,9.036064147949219e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 41460 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.648081538,5.4473e-05,64256,64512,6.517892472928905,10.020491862026347,0.0,583,0.0,2962,0.06801894416666666,0.032163711475513564,3.8021435803302773e-06,0.17556638867021357,0.00194990860819944,28179.174242424244,910553.6944444445,936.9470429835301,5392.1380097548445,0.0008466435555555556,TCP,925.0,4241.0,12.0,9.0,21.0,1725.0,4843.0,1.8410859107971191,0.8981595039367676,143.75,174.20933071764816,30348.890909090907,538.1111111111111,953.7391473097406,909618.3611111111,0.00018739700317382812,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 56486 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.038334385,0.002745384,64256,64384,2.077295135796917,2.5369483234801096,0.0,583,0.0,2962,0.10662270361538462,0.09863314108253446,8.835109038416412e-05,0.307960320062839,0.009399526072316844,29081.397435897437,1004946.125,295.6150770172536,1514.8752676580602,0.004309891875,TCP,984.0,4241.0,13.0,8.0,21.0,1850.0,4777.0,6.258138179779053,3.153394937515259,142.30769230769232,176.52452829822005,31160.909090909092,597.125,1001.8694579206842,1003742.4107142857,0.0002512931823730469,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 57273 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.772213185,0.000115275,64256,64512,5.79162367392788,9.806156576183334,0.0,583,0.0,2962,0.07820297441666667,0.045915547334948494,5.117624158378855e-05,0.20976748920966193,0.0071537571655591265,28502.60606060606,1004946.125,835.9243502702574,5855.501245553473,0.002885503375,TCP,932.0,4241.0,12.0,8.0,20.0,1732.0,4777.0,2.07195782661438,0.8158140182495117,144.33333333333334,175.1993669561,30694.81818181818,597.125,1001.8694579206842,1003742.4107142857,3.314018249511719e-05,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 24695 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.053418112,7.6073e-05,64256,64512,3.6083076250729094,4.060816829190839,0.0,583,0.0,2962,0.05149905442857143,0.016782805054947225,7.305565869437527e-06,0.12721406824768902,0.0027028810313140914,26773.494505494506,910553.6944444445,491.2453095277832,2185.170655974581,0.0013525514444444444,TCP,974.0,4241.0,14.0,9.0,23.0,1906.0,4843.0,3.8799352645874023,2.2163028717041016,136.14285714285714,169.0273456862634,28570.24358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.00014090538024902344,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 2786 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,1.139981732,5.7949e-05,64256,64512,5.25972041943042,11.181035203779524,0.0,583,0.0,2962,0.1090384025,0.1010823096484877,1.4306700662091428e-06,0.31124033598887435,0.0011961062102544,27643.719696969696,1004946.125,750.8250898736925,6676.475646056848,0.000655065,TCP,913.0,4241.0,12.0,8.0,20.0,1713.0,4777.0,2.2814900875091553,0.7154972553253174,142.75,172.55897542579464,29776.6,597.125,1001.8694579206842,1003742.4107142857,1.5020370483398438e-05,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 57270 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.361925289,2.5618e-05,64256,64512,0.8332861868346068,0.8389929880063326,0.0,583,0.0,2962,0.136786919,0.09959265173683927,7.228886750100999e-06,0.3098963880358505,0.0026886589129342903,25548.554945054944,910553.6944444445,111.83891036158758,451.47144899051875,0.0016130486666666667,TCP,947.0,4241.0,14.0,9.0,23.0,1879.0,4843.0,16.800950527191162,10.727145671844482,134.21428571428572,165.12714603896708,27266.97435897436,538.1111111111111,953.7391473097406,909618.3611111111,0.00011205673217773438,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 13723 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.036265316,4.1829e-05,64256,64384,2.4054341437066262,2.2945238852434624,0.0,583,0.0,2962,0.04924102675,0.013028089833480297,7.706446817864444e-07,0.1117374277361229,0.0008778637034223732,34334.083333333336,910553.6944444445,368.2318768324227,1234.7087973593432,0.0004432977777777778,TCP,1037.0,4241.0,12.0,9.0,21.0,1837.0,4843.0,4.988704442977905,3.922382354736328,153.08333333333334,192.23115819715122,36952.818181818184,538.1111111111111,953.7391473097406,909618.3611111111,5.1021575927734375e-05,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 6742 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.057950989,3.8302e-05,64256,64512,3.220295141614768,3.376727992187555,0.0,583,0.0,2962,0.03849062385714286,0.003935895492740451,5.124700098431111e-07,0.06160623179980374,0.0007158701068232359,24708.335164835164,910553.6944444445,427.6091905901324,1817.0548517960367,0.0005556078888888889,TCP,927.0,4241.0,14.0,9.0,23.0,1859.0,4843.0,4.347427606582642,2.665302038192749,132.78571428571428,162.40042313952705,26373.897435897437,538.1111111111111,953.7391473097406,909618.3611111111,8.535385131835938e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 15342 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.069485308,7.6312e-05,64256,64512,5.501531043555877,6.223409243333393,0.0,583,0.0,2962,0.028095357642857144,0.0011362272107624488,3.504484606191444e-06,0.03310056899089399,0.0018720268711189601,24077.302197802197,910553.6944444445,724.2372652338202,3348.885662829291,0.0012605582222222221,TCP,911.0,4241.0,14.0,9.0,23.0,1843.0,4843.0,2.544746160507202,1.446152687072754,131.64285714285714,160.3238709292649,25703.74358974359,538.1111111111111,953.7391473097406,909618.3611111111,6.937980651855469e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 1194 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.064423813,6.8168e-05,64256,64512,8.683936266811005,10.577736355874427,0.0,583,0.0,2962,0.021314661999999998,0.000642900724245605,2.85118085944e-07,0.02489859401841751,0.0005339644987674742,26820.862637362636,910553.6944444445,1182.8761757720417,5691.9974634999835,0.0003180146666666667,TCP,975.0,4241.0,14.0,9.0,23.0,1907.0,4843.0,1.6121721267700195,0.8508436679840088,136.21428571428572,169.17643649949204,28620.666666666668,538.1111111111111,953.7391473097406,909618.3611111111,6.079673767089844e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 26160 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.065983158,3.192e-05,64256,64384,9.107680166716971,11.213777098888329,0.0,583,0.0,2962,0.020843700642857142,0.0006485857458445354,1.0901875108406946e-06,0.025008437960161178,0.0010441204484352821,27449.648351648353,910553.6944444445,1249.053280006899,6034.25805443513,0.0004426632222222222,TCP,988.0,4241.0,14.0,9.0,23.0,1920.0,4843.0,1.5371642112731934,0.802584171295166,137.14285714285714,171.14370180251058,29290.166666666668,538.1111111111111,953.7391473097406,909618.3611111111,4.673004150390625e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 19270 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.081967699,1.7684e-05,64256,64512,2.2163805282307787,2.355682971242856,0.0,583,0.0,2962,0.06935722192857142,0.02013889126658278,1.845143512215e-07,0.13935438690589944,0.000429551337119907,25418.879120879123,910553.6944444445,296.99499078292433,1267.619181081017,0.00025904666666666667,TCP,944.0,4241.0,14.0,9.0,23.0,1876.0,4843.0,6.316604852676392,3.8205480575561523,134.0,164.70910643795546,27129.089743589742,538.1111111111111,953.7391473097406,909618.3611111111,0.0001418590545654297,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 14815 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.105534228,3.0367e-05,64256,64512,2.595145843290114,2.766017020477125,0.0,583,0.0,2962,0.057357254928571424,0.009582770543501401,8.92272540085611e-07,0.09612766895320178,0.0009446017891607082,25723.456043956045,910553.6944444445,349.0471159225204,1488.4244922411906,0.0005584988888888889,TCP,951.0,4241.0,14.0,9.0,23.0,1883.0,4843.0,5.394687175750732,3.2537760734558105,134.5,165.6893912082918,27452.97435897436,538.1111111111111,953.7391473097406,909618.3611111111,2.574920654296875e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
