forward,srcIP,dstPort,Unique Ports,Auth Failures,Origin,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,bwd meanDelta,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN,Forward FIN flag count,Forward SYN flag count,Forward RST flag count,Forward ACK flag count,Forward 0x0014 flag count,Forward ACK-PSH flag count,Forward 0x003F flag count,Forward ACK-FIN-PSH flag count,Forward URG flag count,Forward FIN-ACK flag count,Backward FIN flag count,Backward RST flag count,Backward ACK flag count,Backward 0x0014 flag count,Backward ACK-PSH flag count,Backward 0x003F flag count,Backward SYN-ACK flag count,Backward ACK-FIN-PSH flag count,Backward URG flag count,Backward FIN-ACK flag count,Label
185.182.193.115 19893 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.869726436,5.4712e-05,64256,64512,3.1525367475357893,4.32489269324153,0.0,583,0.0,2962.0,0.10558625885714286,0.059987263647807175,2.1368982361599692e-05,0.24050958686645155,0.004622659663180893,25121.302197802197,910553.6944444445,420.8636557960279,2327.2728125965255,0.0019019907777777778,TCP,937.0,4241.0,14.0,9.0,23.0,1869.0,4843.0,4.440868139266968,2.0809764862060547,133.5,163.74597274358717,26812.74358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.014173507690429688,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 15345 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.202139244,0.000157174,64256,64512,0.9157268251767023,0.9480407518351772,0.0,583,0.0,2962.0,0.145295014,0.08515999773463229,2.4462376075405715e-06,0.286154876258255,0.0015640452702976892,26635.358974358973,1004946.125,126.7225044994529,566.0988339395802,0.000752893,TCP,933.0,4241.0,13.0,8.0,21.0,1799.0,4777.0,14.196373462677002,8.438455820083618,138.3846153846154,168.96590565178312,28549.477272727272,597.125,1001.8694579206842,1003742.4107142857,0.0001251697540283203,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 57293 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.683206746,2.9986e-05,64256,64512,1.7583251427149356,1.9023711866535247,0.0,583,0.0,2962.0,0.131165739,0.05317307391008146,9.079332809664999e-07,0.225291180486671,0.0009528553305546965,31625.254545454547,1004946.125,269.18359457563196,1135.9533948304859,0.0008579542499999999,TCP,950.0,4241.0,11.0,8.0,19.0,1684.0,4777.0,6.255953311920166,4.205278158187866,153.0909090909091,185.00690677797832,34227.555555555555,597.125,1001.8694579206842,1003742.4107142857,4.8160552978515625e-05,0.0,0.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 14771 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.038264078,4.9212e-05,64256,64384,4.028303797879831,4.126321929255093,0.0,583,0.0,2962.0,0.03144910007692307,0.002944210149440263,2.511294877851111e-07,0.05320687265324579,0.0005011282149162139,29133.358974358973,910553.6944444445,573.5684869135051,2220.419678153602,0.0002974828888888889,TCP,985.0,4241.0,13.0,9.0,22.0,1851.0,4843.0,3.2271647453308105,2.181119203567505,142.3846153846154,176.68176750784718,31216.446969696968,538.1111111111111,953.7391473097406,909618.3611111111,2.2649765014648438e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 55586 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.195697059,1.6491e-05,64256,64384,3.8288115407950025,4.119456676215032,0.0,583,0.0,2962.0,0.04370699238461538,0.004975882238860092,1.454264591155e-07,0.06917009579832956,0.00038134821241943696,29501.397435897437,910553.6944444445,547.2255263690088,2216.7254092121557,0.00017244133333333333,TCP,992.0,4241.0,13.0,9.0,22.0,1858.0,4843.0,3.3953094482421875,2.1847541332244873,142.92307692307693,177.79167243681238,31609.878787878788,538.1111111111111,953.7391473097406,909618.3611111111,3.314018249511719e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 11580 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.33100441,4.7618e-05,64256,64512,2.965625310127955,3.502109685851634,0.0,583,0.0,2962.0,0.07831397642857144,0.02670078639717038,2.2083029456094448e-07,0.16045929977095663,0.00046992583942675944,26679.186813186814,910553.6944444445,403.3250421774019,1884.524134286607,0.0003096457777777778,TCP,972.0,4241.0,14.0,9.0,23.0,1904.0,4843.0,4.7207581996917725,2.5698795318603516,136.0,168.7301365327456,28469.858974358973,538.1111111111111,953.7391473097406,909618.3611111111,5.984306335449219e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 39318 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.070691461,0.000150501,64256,64512,5.669706401160936,7.455917461118804,0.0,583,0.0,2962.0,0.04222391384615384,0.00739814416210269,1.9604544428714285e-07,0.08434216119988845,0.0004427701935396542,27784.397435897437,1004946.125,795.5034212090421,4452.114713970566,0.000355392,TCP,958.0,4241.0,13.0,8.0,21.0,1824.0,4777.0,2.2928876876831055,1.0729732513427734,140.30769230769232,172.55556856393898,29775.424242424244,597.125,1001.8694579206842,1003742.4107142857,0.00020885467529296875,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 26923 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.324074824,4.1087e-05,64256,64512,4.172521192632279,5.441336598460832,0.0,583,0.0,2962.0,0.061308429923076925,0.010165197639425784,4.712303036427124e-06,0.0988646979434412,0.0021707839681615313,28172.397435897437,1004946.125,588.0045249924873,3249.1581163559244,0.001471694375,TCP,966.0,4241.0,13.0,8.0,21.0,1832.0,4777.0,3.1156222820281982,1.4702270030975342,140.92307692307693,173.75191300451132,30189.727272727272,597.125,1001.8694579206842,1003742.4107142857,9.417533874511719e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 11120 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.48134917,0.000103183,64256,64512,6.8144611776833015,11.600426894638822,0.0,583,0.0,2962.0,0.055853732846153845,0.01639693153873015,1.096844053799164e-05,0.1255638495973346,0.0033118636049800786,27406.24358974359,1004946.125,951.9278075902212,6926.904909461206,0.00194965675,TCP,950.0,4241.0,13.0,8.0,21.0,1816.0,4777.0,1.907707691192627,0.6896297931671143,139.69230769230768,171.38199403317688,29371.78787878788,597.125,1001.8694579206842,1003742.4107142857,0.00012969970703125,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 43021 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.2149998,6.0364e-05,64256,64512,3.1604484092685343,3.6915046587859774,0.0,583,0.0,2962.0,0.07214307414285714,0.030223849819822755,8.802124892074446e-07,0.17071738813598322,0.0009381964022567154,24154.18131868132,910553.6944444445,416.50195107860327,1986.4396736111655,0.00047018022222222223,TCP,913.0,4241.0,14.0,9.0,23.0,1845.0,4843.0,4.42975115776062,2.438030242919922,131.78571428571428,160.57820205233017,25785.358974358973,538.1111111111111,953.7391473097406,909618.3611111111,3.457069396972656e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 55411 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.03761274,2.5478e-05,64256,64512,2.4575458811917765,2.463324181641623,0.0,583,0.0,2962.0,0.07308865641666668,0.024615387499490195,5.392550792781112e-07,0.15358953855545662,0.0007343398935629952,30668.56818181818,910553.6944444445,363.5119949262836,1325.5421124100424,0.0005531018888888889,TCP,975.0,4241.0,12.0,9.0,21.0,1775.0,4843.0,4.882920026779175,3.653599500656128,147.91666666666666,181.70100314927967,33015.25454545455,538.1111111111111,953.7391473097406,909618.3611111111,0.0010673999786376953,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 65455 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.186528495,6.2808e-05,64256,64512,3.8273083254934255,4.3886214291410965,0.0,583,0.0,2962.0,0.050369729,0.006966905205800615,1.5470274538999445e-06,0.081963938184645,0.0012437955836470656,25333.14285714286,910553.6944444445,512.3125572839057,2361.565953481148,0.0007345112222222223,TCP,942.0,4241.0,14.0,9.0,23.0,1874.0,4843.0,3.6579232215881348,2.050757884979248,133.85714285714286,164.43216199222067,27037.9358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.00012254714965820312,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 52796 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.587143992,5.5443e-05,64256,64512,1.8236955202424996,2.045680504959678,0.0,583,0.0,2962.0,0.10379760453846154,0.035697363039152614,2.1071633610335718e-07,0.18526842023843876,0.0004590384908734312,26857.47435897436,1004946.125,253.0728245013438,1221.5269715240477,0.00033670325,TCP,938.0,4241.0,13.0,8.0,21.0,1804.0,4777.0,7.128382921218872,3.9106791019439697,138.76923076923077,169.6653569039164,28786.333333333332,597.125,1001.8694579206842,1003742.4107142857,5.793571472167969e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 8868 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.586913835,0.000135533,64256,64384,3.3768440792307435,4.425862352097786,0.0,583,0.0,2962.0,0.08035576584615385,0.0251251171924621,9.124807381035125e-06,0.15543090597179685,0.0030207296107124726,29448.358974358973,1004946.125,482.36918885626847,2642.7930569963905,0.001721671625,TCP,991.0,4241.0,13.0,8.0,21.0,1857.0,4777.0,3.849748373031616,1.8075573444366455,142.84615384615384,177.6321317848329,31553.174242424244,597.125,1001.8694579206842,1003742.4107142857,7.987022399902344e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 38036 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.082126932,5.8849e-05,64256,64384,1.5880736620645906,1.6051826129642035,0.0,583,0.0,2962.0,0.06871220328571429,0.02332286659890106,6.635950335640001e-07,0.14996635315133772,0.0008146134258432033,27598.18131868132,910553.6944444445,218.13326086787197,863.7665993984042,0.0004377373333333334,TCP,991.0,4241.0,14.0,9.0,23.0,1923.0,4843.0,8.815711975097656,5.606838703155518,137.35714285714286,171.60524168672404,29448.358974358973,538.1111111111111,953.7391473097406,909618.3611111111,0.00010466575622558594,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 19244 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.969895415,0.000121778,64256,64512,2.410183143567811,3.155878620593253,0.0,583,0.0,2962.0,0.1277584487857143,0.08075504079258751,2.162623869902778e-07,0.2790536367669345,0.0004650401993271956,24667.824175824175,910553.6944444445,319.86573433921376,1698.2133510592362,0.00036160944444444445,TCP,926.0,4241.0,14.0,9.0,23.0,1858.0,4843.0,5.808687210083008,2.851820707321167,132.71428571428572,162.26786180374404,26330.858974358973,538.1111111111111,953.7391473097406,909618.3611111111,0.000110626220703125,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 1218 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.08459659,4.4904e-05,64256,64384,6.501896138198352,8.320655976194413,0.0,583,0.0,2962.0,0.026755692571428572,0.0010840687017731512,5.896978403930995e-05,0.03233190316736877,0.007679178604467404,27108.071428571428,887435.3611111111,894.0107190022733,4717.811938502232,0.0031770162222222223,TCP,981.0,4501.0,14.0,9.0,23.0,1925.0,5103.0,2.1532180309295654,1.0816454887390137,137.5,169.66611253750628,28786.589743589742,567.0,941.5106212890006,886442.25,0.00016736984252929688,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 20627 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.638056103,3.8763e-05,64256,64384,5.845999390589998,9.933594917986875,0.0,583,0.0,2962.0,0.06901905184615385,0.028624981501830567,8.662495638206963e-07,0.16590364876890767,0.0009307252891270852,29029.589743589742,1004946.125,831.4809902462235,5931.597865402913,0.000745105875,TCP,983.0,4241.0,13.0,8.0,21.0,1849.0,4777.0,2.223742961883545,0.8053479194641113,142.23076923076923,176.3676214014009,31105.53787878788,597.125,1001.8694579206842,1003742.4107142857,3.910064697265625e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 43858 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.506072043,6.437e-05,64256,64512,3.1984917187323356,3.7821038479260802,0.0,583,0.0,2962.0,0.08793937841666666,0.02514321592667631,6.13060995043535e-05,0.15522751666419027,0.007829821166818147,29724.386363636364,910553.6944444445,468.31249581772613,2035.192103945112,0.004393053333333333,TCP,957.0,4241.0,12.0,9.0,21.0,1757.0,4843.0,3.7517683506011963,2.3796279430389404,146.41666666666666,178.8938232583786,32003.0,538.1111111111111,953.7391473097406,909618.3611111111,6.246566772460938e-05,0.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 54571 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.189428198,0.000174065,64256,64512,2.9962669446172048,3.460069829526161,0.0,583,0.0,2962.0,0.0633804773076923,0.009141226996473965,7.794238054389821e-07,0.09375308711057694,0.0008828498204332275,26245.24358974359,1004946.125,412.5629100665228,2066.094196955809,0.000647731125,TCP,924.0,4241.0,13.0,8.0,21.0,1790.0,4777.0,4.3387322425842285,2.3120920658111572,137.69230769230768,167.73084499768183,28133.636363636364,597.125,1001.8694579206842,1003742.4107142857,0.0002040863037109375,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 9266 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.771800883,0.000196738,64256,64512,3.1905805058203307,4.843636453921738,0.0,583,0.0,2962.0,0.11264758969230769,0.05586916159022204,6.839679910594286e-07,0.23177650373345826,0.0008270235734605324,28671.24358974359,1004946.125,452.080714747773,2892.2564175480175,0.00048800000000000004,TCP,976.0,4241.0,13.0,8.0,21.0,1842.0,4777.0,4.074493646621704,1.6516516208648682,141.69230769230768,175.27865260951222,30722.60606060606,597.125,1001.8694579206842,1003742.4107142857,8.249282836914062e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 17459 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.528167127,7.1543e-05,64256,64512,3.9764116927934694,5.197152993749853,0.0,583,0.0,2962.0,0.07033844742857143,0.021334372090198613,3.676838167590028e-05,0.14343092494240697,0.006063693732033329,25900.64285714286,910553.6944444445,535.963490307234,2796.645772081171,0.0027903675555555557,TCP,955.0,4241.0,14.0,9.0,23.0,1887.0,4843.0,3.5207622051239014,1.7317173480987549,134.78571428571428,166.25713788416994,27641.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,0.00011229515075683594,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 1893 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.585650739,0.000114343,64256,64384,3.9155390075307013,5.700071126812124,0.0,583,0.0,2962.0,0.08327251461538461,0.028684356584701108,6.164740288777849e-05,0.16607562163265907,0.00785158601097756,29768.897435897437,1004946.125,561.1268593099767,3403.65497159769,0.0029280812499999998,TCP,997.0,4241.0,13.0,8.0,21.0,1863.0,4777.0,3.3201048374176025,1.4034912586212158,143.30769230769232,178.59423707150103,31895.901515151516,597.125,1001.8694579206842,1003742.4107142857,0.00011801719665527344,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 39327 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.668949162,9.126e-05,64256,64512,4.2750980922849955,6.55951509398221,0.0,583,0.0,2962.0,0.08252267392307693,0.03314363320535292,6.902631559915983e-05,0.17851856509077738,0.00830820772484414,26992.589743589742,1004946.125,594.2386348276144,3916.850450494127,0.003109672125,TCP,941.0,4241.0,13.0,8.0,21.0,1807.0,4777.0,3.040865898132324,1.219602346420288,139.0,170.0895263374467,28930.446969696968,597.125,1001.8694579206842,1003742.4107142857,1.1444091796875e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 23002 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.563328549,7.6193e-05,64256,64512,1.4592282162306967,1.6400633670017575,0.0,583,0.0,2962.0,0.13194317046153847,0.04898056935122554,5.607833899097143e-07,0.21701774420368333,0.0007488547188271664,28469.858974358973,1004946.125,206.31242011015541,979.3228380209245,0.0005624065000000001,TCP,972.0,4241.0,13.0,8.0,21.0,1838.0,4777.0,8.90881896018982,4.8778603076934814,141.3846153846154,174.6638329633658,30507.454545454544,597.125,1001.8694579206842,1003742.4107142857,1.6450881958007812e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 43918 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.201361169,0.00011279,64256,64512,3.0924452240125007,3.3546491172800605,0.0,583,0.0,2962.0,0.048643793,0.005852106308949351,2.5028213630675e-07,0.07512058647402295,0.0005002820567507394,25900.64285714286,910553.6944444445,416.81743840797066,1805.1739638874815,0.0004672816666666667,TCP,955.0,4241.0,14.0,9.0,23.0,1887.0,4843.0,4.5271618366241455,2.6828439235687256,134.78571428571428,166.25713788416994,27641.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,7.915496826171875e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 54101 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.065148546,0.00012305,64256,64512,3.4255006970560182,3.765101702106125,0.0,583,0.0,2962.0,0.043510823615384615,0.00397771122195857,2.663861244061429e-06,0.061844339504972624,0.001632133954080188,26992.589743589742,1004946.125,476.1445968907865,2248.2363538701197,0.0011046105,TCP,941.0,4241.0,13.0,8.0,21.0,1807.0,4777.0,3.7950656414031982,2.124776601791382,139.0,170.0895263374467,28930.446969696968,597.125,1001.8694579206842,1003742.4107142857,5.7697296142578125e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 39417 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.29189141,0.000100858,64256,64512,1.338734544346289,1.4577476145430235,0.0,583,0.0,2962.0,0.14232234364285715,0.12584092259531066,2.5703565328552775e-07,0.34834839447196025,0.0005069868373888298,25635.71978021978,910553.6944444445,179.8685484225264,784.4301885813181,0.0003584434444444444,TCP,949.0,4241.0,14.0,9.0,23.0,1881.0,4843.0,10.457637071609497,6.173908233642578,134.35714285714286,165.40757741611074,27359.666666666668,538.1111111111111,953.7391473097406,909618.3611111111,0.0002956390380859375,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 15224 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.153125206,0.000140232,64256,64512,2.9338135682136737,3.4337312422028523,0.0,583,0.0,2962.0,0.06814917115384615,0.01489271126942271,3.1809242092583925e-07,0.11966584592997793,0.0005639968270529891,26373.897435897437,1004946.125,404.6405944467013,2050.366768000378,0.000397919125,TCP,927.0,4241.0,13.0,8.0,21.0,1793.0,4777.0,4.431092739105225,2.329827070236206,137.92307692307693,168.13907933612577,28270.75,597.125,1001.8694579206842,1003742.4107142857,8.416175842285156e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 9607 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,1.164276503,5.0736e-05,64256,64512,1.3391690096942668,1.5050101021953022,0.0,583,0.0,2962.0,0.19833434863636362,0.13496201395247384,1.7309382609857144e-05,0.3589253083228238,0.004160454615767025,32112.563636363637,1004946.125,206.11028485567215,898.6791572733698,0.001918674,TCP,959.0,4241.0,11.0,8.0,19.0,1693.0,4777.0,8.214049100875854,5.315578937530518,153.9090909090909,186.41795931603681,34751.65555555555,597.125,1001.8694579206842,1003742.4107142857,3.2901763916015625e-05,0.0,0.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 55262 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.582057407,0.000173805,64256,64384,1.2997582265452503,1.3794710026627879,0.0,583,0.0,2962.0,0.1183985316923077,0.057719723991007645,2.8527910708824552e-05,0.23558381652129273,0.005341152563709873,29715.089743589742,1004946.125,186.16537060209663,823.7166224650173,0.003139437625,TCP,996.0,4241.0,13.0,8.0,21.0,1862.0,4777.0,10.00186014175415,5.7993245124816895,143.23076923076923,178.43307887374368,31838.363636363636,597.125,1001.8694579206842,1003742.4107142857,7.271766662597656e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 1699 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0019,0.161276677,7.6532e-05,64256,64384,2.671015459484281,3.0210759516122674,0.0,583,0.0,2962.0,0.06651269353846154,0.011042029682000175,2.1018747252797143e-06,0.10304045920264755,0.0014497843719945786,31106.4358974359,1004946.125,387.708167080526,1803.959977606475,0.0006633,TCP,1021.0,4241.0,13.0,8.0,21.0,1887.0,4777.0,4.86706280708313,2.6480631828308105,145.15384615384616,182.55632173677418,33326.81060606061,597.125,1001.8694579206842,1003742.4107142857,9.059906005859375e-05,0.0,0.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Anomaly
185.182.193.115 10862 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,1.203093724,0.00011269,64256,64512,1.3399598378911242,1.5065726682842144,0.0,583,0.0,2962.0,0.14860744442857143,0.1169522541973611,5.0291083205225e-07,0.3358204698585641,0.0007091620633199791,26538.796703296703,910553.6944444445,181.9474037022162,810.7034925000501,0.0007102366666666667,TCP,969.0,4241.0,14.0,9.0,23.0,1901.0,4843.0,10.448074340820312,5.9738240242004395,135.78571428571428,168.2867668518113,28320.4358974359,538.1111111111111,953.7391473097406,909618.3611111111,9.608268737792969e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
185.182.193.115 41932 149.102.157.168 443 TCP,185.182.193.115,443,1,0,Nowhere,0x0014,0x0011,0.090513343,2.139e-05,64256,64512,3.827852223123699,4.312824243842337,0.0,583,0.0,2962.0,0.047295571142857144,0.008663765000609489,3.5355443240186115e-07,0.09140210512901928,0.0005946044335538216,24871.80769230769,910553.6944444445,509.37776369138936,2320.778645880938,0.00040859511111111113,TCP,931.0,4241.0,14.0,9.0,23.0,1863.0,4843.0,3.6574034690856934,2.0867996215820312,133.07142857142858,162.93431113055883,26547.589743589742,538.1111111111111,953.7391473097406,909618.3611111111,5.5789947509765625e-05,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Normal
