flowID,srcIP,dstPort,Unique Ports,Auth Failures,Origin,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,bwd meanDelta,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
149.102.157.168 36490 104.26.5.15 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0010,0x0011,1.4036e-05,0.004267336,64128,65536,6.8756908153957665,9.350351493339527,0.0,236,0.0,1024,0.06672622685714286,0.028532325269504655,9.049887094548702e-06,0.1627707038627302,0.003008303025718769,4128.571428571428,183078.8,628.6345888361843,2432.961458566945,0.0042596492,TCP,170.0,963.0,7.0,5.0,12.0,640.0,1301.0,1.0180795192718506,0.5347392559051514,91.42857142857143,69.40220937885671,4816.666666666667,260.2,426.9908664128543,182321.2,0.0040929317474365234,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 36530 184.104.179.137 443 TCP,149.102.157.168,443,1,0.0,Nowhere,0x0010,0x0011,4.5024e-05,0.009340463,64128,43008,8.321141570999266,7.32621259847646,0.0,583,0.0,1514,0.0059759640833333336,0.00016178066610401714,0.0076224681782983425,0.012451498103294628,0.08730674761035566,25259.53787878788,342076.8,1144.8503944766492,4598.863453861814,0.03366024454545455,TCP,851.0,6171.0,12.0,11.0,23.0,1651.0,6905.0,1.4421098232269287,1.501457929611206,137.58333333333334,165.0359189554036,27236.854545454546,627.7272727272727,584.11045032752,341185.0181818182,0.00893259048461914,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 56502 104.26.4.15 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0010,0x0011,6.1053e-05,0.005274252,64128,65536,6.731431498239083,8.969467101720584,0.0,236,0.0,1022,0.06666714271428571,0.028161582572165448,1.5501503002057303e-05,0.1617097429342707,0.003937194813830947,4128.571428571428,182314.2,615.4451655532876,2330.267553027008,0.0050838154,TCP,170.0,961.0,7.0,5.0,12.0,640.0,1299.0,1.0398976802825928,0.5574467182159424,91.42857142857143,69.40220937885671,4816.666666666667,259.8,426.09646795062736,181558.2,0.0046083927154541016,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 36532 184.104.179.137 443 TCP,149.102.157.168,443,1,0.0,Nowhere,0x0010,0x0011,1.5429e-05,0.008922383,64128,43008,7.821812117615192,6.827566785334655,0.0,583,0.0,1514,0.006197861833333333,0.00029231376847178793,0.0064718460011258085,0.01673720490759424,0.08044778431458388,25259.53787878788,342076.8,1076.1509838485567,4285.849877521436,0.032594842,TCP,851.0,6171.0,12.0,11.0,23.0,1651.0,6905.0,1.5341713428497314,1.6111156940460205,137.58333333333334,165.0359189554036,27236.854545454546,627.7272727272727,584.11045032752,341185.0181818182,0.008930444717407227,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 59656 172.67.75.166 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0010,0x0011,3.2711e-05,0.004577895,64128,65536,7.416260028705045,9.961136807746419,0.0,236,0.0,1020,0.061334207714285716,0.024123382244230662,7.8698098948663e-06,0.14966724261674597,0.002805318145035657,4128.571428571428,181551.2,678.0580597673184,2583.918887929421,0.0042904384,TCP,170.0,959.0,7.0,5.0,12.0,640.0,1297.0,0.9438719749450684,0.501950740814209,91.42857142857143,69.40220937885671,4816.666666666667,259.4,425.20206960926237,180796.8,0.0045435428619384766,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 36536 184.104.179.137 443 TCP,149.102.157.168,443,1,0.0,Nowhere,0x0010,0x0011,1.7382e-05,0.008974321,64128,43008,7.6261401524420505,6.788923970121718,0.0,583,0.0,1514,0.00705129375,0.0001692160793052934,0.004674243872191071,0.012734418295872,0.06836844207813332,25259.53787878788,342076.8,1049.229782640152,4261.592728517315,0.029873326545454545,TCP,851.0,6171.0,12.0,11.0,23.0,1651.0,6905.0,1.5735352039337158,1.620286226272583,137.58333333333334,165.0359189554036,27236.854545454546,627.7272727272727,584.11045032752,341185.0181818182,0.008969545364379883,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 36502 104.26.5.15 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0018,0x0010,0.00238143,0.00371203,64256,57344,275.6207040063085,137.3965342156124,0.0,236,0.0,74,0.0008071983333333333,1.4872458496466666e-06,1.247006794005e-07,0.001113270650548294,0.00035312983363134303,9633.333333333334,0.0,34544.46156879066,9617.757395092869,0.0039617305,TCP,170.0,0.0,3.0,2.0,5.0,376.0,140.0,0.010884523391723633,0.014556407928466797,125.33333333333333,120.20815280171308,14450.0,70.0,5.656854249492381,32.0,0.00421142578125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 53196 104.26.5.15 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0010,0x0011,6.3249e-05,0.004733794,64128,65536,6.889516201321299,9.268876951648874,0.0,236,0.0,1021,0.06601317442857142,0.02780583295567796,1.38883843518347e-05,0.16068510207941616,0.0037267122711358734,4128.571428571428,181932.5,629.8986241208045,2406.2004566480477,0.0045634658,TCP,170.0,960.0,7.0,5.0,12.0,640.0,1298.0,1.0160365104675293,0.5394396781921387,91.42857142857143,69.40220937885671,4816.666666666667,259.6,425.6492687647895,181177.3,0.003835916519165039,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 41858 184.104.179.137 443 TCP,149.102.157.168,443,1,0.0,Nowhere,0x0010,0x0011,9.718e-06,0.009374588,64128,43008,8.689332773284207,7.597756178019714,0.0,583,0.0,1514,0.003965240583333333,0.00011083747927193138,0.009312223130708615,0.010306272409020354,0.09649986078077323,25259.53787878788,342076.8,1195.5073673910188,4769.318764475102,0.03677377409090909,TCP,851.0,6171.0,12.0,11.0,23.0,1651.0,6905.0,1.3810036182403564,1.4477958679199219,137.58333333333334,165.0359189554036,27236.854545454546,627.7272727272727,584.11045032752,341185.0181818182,0.009358644485473633,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149.102.157.168 43642 172.67.75.166 80 TCP,149.102.157.168,80,1,0.0,Nowhere,0x0010,0x0011,5.7198e-05,0.004730097,64128,65536,7.329098816839979,9.862615308284326,0.0,236,0.0,1019,0.062315189,0.025039943749622855,7.3433882568578e-06,0.15248401994614227,0.0027098686788953074,4128.571428571428,181170.3,670.0890346825123,2556.389887907297,0.0043699346,TCP,170.0,958.0,7.0,5.0,12.0,640.0,1296.0,0.955096960067749,0.506964921951294,91.42857142857143,69.40220937885671,4816.666666666667,259.2,424.7548704841417,180416.7,0.004296779632568359,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
