dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
443,0x0010,0x0018,0.000277718,0.00008566,64128,65536,26.4339116076418,19.037367404127,0,725,0,1586,0.00805143758333333,0.00362952823076923,0.000521007134300396,2.58300757557775E-05,0.0223449883352967,0.00508232975669402,38401.6060606061,293954.730769231,4621.52887940271,8001.55196124231,TCP,1298,4598,12,13,25,2098,5464,0.453962326049805,0.682867527008057,174.833333333333,202.399110669983,40965.4,420.307692307692,541.745386784755,293488.064102564,0.00419712066650391,1,5,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,95,0,111,0,0,0,0,0,0,0,0,0,0,UDP,53,69,1,1,2,95,111,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0018,0x0010,0.000319846,0.004488205,64128,69632,43.5703942242767,34.5414580002983,0,738,0,5666,0.00107519830769231,0.00141578672222222,8.50374630327286E-06,4.48187792922292E-06,0.00285948931415425,0.00211704462145296,37290.7307692308,2629337.11437909,7142.1930839949,54347.1462236916,TCP,1265,27125,13,18,31,2131,28321,0.298367738723755,0.52111291885376,163.923076923077,199.369669587716,39748.2651515152,1573.38888888889,1621.08678647414,2627922.36928105,0.00439572334289551,1,6,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,1503,2100,3,3,6,1629,2226,0,0,543,0,0,0,618.89336722896,383029,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,78,0,94,0,0,0,0,0,0,0,0,0,0,UDP,36,52,1,1,2,78,94,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.000049632,0.001865527,64128,64128,3.43597418864376,2.93011477197549,0,721,0,2962,0.0207583909,0.036406720375,0.00194836662781756,0.00134525860287456,0.0430226486449484,0.0366777671467956,58140.6222222222,990606.571428572,649.39912165367,2218.09688238545,TCP,1222,5520,10,8,18,1890,6056,2.91038274765015,2.73026847839355,189,251.662858690837,63334.1944444445,757,994.503609129413,989037.428571429,0.0775337219238281,1,6,0,0,0,0,0,0,
443,0x0011,0x0010,0.002969434,0.011163003,64128,69632,20.2095315026522,15.6894295007727,0,742,0,1466,0.00438521129411765,0.00375991633333333,9.04848966196622E-05,2.11667731689216E-05,0.00937142337805995,0.0046007361551084,40695.5588235294,282984.823529412,3336.9502898791,6063.09286707637,TCP,1633,5760,17,18,35,2807,6956,0.841187238693237,1.1472692489624,165.117647058824,205.411852546699,42194.0291666667,386.444444444444,531.683366877674,282687.202614379,0.0111994743347168,1,6,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,87,0,103,0,0,0,0,0,0,0,0,0,0,UDP,45,61,1,1,2,87,103,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0018,0x0010,0.00018204,0.007741726,64128,69632,32.0927976249684,23.9405923639954,0,730,0,4356,0.0027563004,0.00298467116666667,1.99912045402464E-05,1.13282621303718E-05,0.00435794037513526,0.00336574837597403,49740.0555555556,1495761.45454545,6524.46575715608,12465.068424187,TCP,1365,5448,10,12,22,2033,6248,0.311596393585205,0.501240730285645,203.3,231.018938617595,53369.75,520.666666666667,1222.74544539836,1495106.42424242,0.00530743598937988,1,3,0,0,0,0,0,0,
443,0x0010,0x0018,0.000014507,0.006422558,501,8,310.700692618245,155.702130818918,0,105,0,105,0,0,0,0,0,0,0,0,26564.90921886,16348.7237359863,TCP,39,39,2,1,3,171,105,0.00643706321716309,0.00642251968383789,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.001854436,0.00008046,64128,65536,51.2020625830875,41.230935924434,0,729,0,1608,0.0018290256,0.00247649377777778,7.5926563232792E-06,8.84167864844719E-06,0.00268570726385346,0.00297349603134882,45937.7777777778,405295.861111111,9718.15147827,23377.9406691541,TCP,1230,4501,10,9,19,1898,5103,0.19530463218689,0.218282699584961,189.8,222.662861743938,49578.75,567,635.84805574917,404302.75,0.00406885147094727,1,4,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,1503,2123,3,4,7,1629,2291,0,0,543,0,0,0,608.001302081939,369665.583333333,0,0,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,2077,2446,6,8,14,2329,2782,0,0,388.166666666667,0,0,0,470.362094561201,221240.5,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,85,0,296,0,0,0,0,0,0,0,0,0,0,UDP,43,254,1,1,2,85,296,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,0x0010,0x0018,0.00003199,0.030815877,63488,64768,44.014471043484,28.4917193875472,0,489,0,955,0.00015840525,0.0200273553333333,5.17331671459286E-08,8.73060261275643E-05,0.000212759303563176,0.00934376937469907,44732.25,263440.333333333,7647.51434380534,10399.4775764547,TCP,423,889,4,3,7,695,1095,0.0908792018890381,0.105293750762939,173.75,244.219163867212,59643,365,510.970644949394,261091,0.0147421360015869,1,2,0,0,0,0,0,0,
443,0x0018,0x0010,0.002608842,0.009428149,75904,69632,22.1100784919426,15.6461304106745,0,744,0,4397,0.000735517176470588,0.00288678353571429,2.96911624001542E-06,7.7708326709768E-05,0.00169758336813827,0.00881523265204997,30336.625,986384.818783069,3127.92581018364,20850.1451433392,TCP,1275,35457,17,28,45,2405,37313,0.768880128860474,1.78957986831665,141.470588235294,178.775359506467,31960.6291666667,1332.60714285714,992.792370941146,985636.691798942,0.00325632095336914,1,10,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,1503,2100,3,3,6,1629,2226,0,0,543,0,0,0,618.89336722896,383029,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.014215281,501,884,0,70.347080824514,0,54,0,60,0,0,0,0,0,0,0,0,0,4220.82484947084,TCP,0,0,1,1,2,54,60,0,0.0142152309417725,54,0,0,60,0,0,0,0,1,0,0,0,0,0,0,
17955,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
443,0x0010,0x0011,0.00003197,0.000887263,501,8,474.979219749731,182.909772796651,0,105,0,66,0.00032912075,0.002313141,2.86279822315071E-07,4.066256141768E-06,0.00050049459989663,0.00201649600588942,368.25,0,38829.5512145405,12072.045004579,TCP,63,0,4,2,6,327,132,0.00842142105102539,0.0109343528747559,81.75,13.856406460551,192,66,0,0,0,0,1,0,0,0,0,0,0,
29958,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
443,0x0010,0x0010,0,0.01085024,501,16208,0,92.1642751983124,0,66,0,66,0,0,0,0,0,0,0,0,0,6082.84216308862,TCP,0,0,1,1,2,66,66,0,0.010850191116333,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000130863,0.013826006,501,428,143.297027673386,72.3268093324826,0,112,0,112,0,0,0,0,0,0,0,0,12753.4354629313,8100.60264523805,TCP,46,46,2,1,3,178,112,0.0139570236206055,0.0138261318206787,89,0,0,112,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000017954,0.004123824,501,8,482.880957863228,242.487367751633,0,105,0,105,0,0,0,0,0,0,0,0,41286.321897306,25461.1736139215,TCP,39,39,2,1,3,171,105,0.00414180755615234,0.00412392616271973,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000115846,0.000000511,501,7133,553.849729301466,286.124837983491,0,105,0,105,0,0.0017476215,0,6.1047901984205E-06,0,0.00247078736406444,0,760.5,47354.1518552753,24463.6736475885,TCP,39,39,2,2,4,171,171,0.00361108779907227,0.00698995590209961,85.5,0,0,85.5,27.5771644662754,760.5,0,0,1,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,88,0,104,0,0,0,0,0,0,0,0,0,0,UDP,46,62,1,1,2,88,104,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19004,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
80,0x0010,0x0010,0,0.004707502,501,269,0,212.43435980551,0,66,0,66,0,0,0,0,0,0,0,0,0,14020.6677471637,TCP,0,0,1,1,2,66,66,0,0.00470733642578125,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.00445917,501,261,0,224.258354274715,0,66,0,66,0,0,0,0,0,0,0,0,0,14801.0513821312,TCP,0,0,1,1,2,66,66,0,0.00445914268493652,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.004403647,501,137,0,227.075090682692,0,66,0,66,0,0,0,0,0,0,0,0,0,14986.9559850577,TCP,0,0,1,1,2,66,66,0,0.00440382957458496,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.004385353,501,261,0,228.025660541481,0,66,0,66,0,0,0,0,0,0,0,0,0,15049.6935957377,TCP,0,0,1,1,2,66,66,0,0.00438547134399414,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.004302548,501,261,0,232.410040449936,0,66,0,66,0,0,0,0,0,0,0,0,0,15339.0626696958,TCP,0,0,1,1,2,66,66,0,0.0043027400970459,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000013836,0.000552499,500,84,25.148458989068,12.657044308515,0,287,0,233,0.000036596,0.026537824,1.74746227885714E-09,0.00198722831956679,3.91028067279064E-05,0.0445783391297476,12760.3333333333,7392.33333333333,4061.47612673449,1742.45309980556,TCP,382,215,4,3,7,646,413,0.159055471420288,0.237022161483765,161.5,92.9533933395298,8640.33333333333,137.666666666667,85.9786795277372,7392.33333333333,0,0,2,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000116617,29200,0,0,8577.30879345603,0,74,0,54,0,0,0,0,0,0,0,0,0,463174.674846626,TCP,0,0,1,1,2,74,54,0,0.000116586685180664,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.003344202,501,296,0,299.016468239823,0,66,0,66,0,0,0,0,0,0,0,0,0,19735.0869038283,TCP,0,0,1,1,2,66,66,0,0.00334429740905762,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
53579,0x0018,0x0010,0.015716047,0.000151063,4111,3153,1.18432716509726,1.23644608705891,0,119,0,2946,0.00481742637561576,0.000232050718786464,0.0060190496113584,5.36455873377597E-06,0.0775586442636884,0.00231615170784989,101.270163029283,461732.361822375,73.2547190480416,3325.54510720147,TCP,1709,2258709,812,857,1669,50225,2304987,685.621358633041,693.115542173386,61.8534482758621,8.77313467928634,76.9678921008966,2689.59976662777,679.508912246466,461732.361822375,0,0,777,0,0,0,0,0,0,
17955,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
29958,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
12112,0x0012,0,2.012001201,0,64240,0,0.994035272659707,0,0,58,0,0,0,0,0,0,0,0,0,0,57.654045814263,0,TCP,0,0,2,0,2,116,0,2.01200103759766,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,98,0,114,0,0,0,0,0,0,0,0,0,0,UDP,56,72,1,1,2,98,114,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0011,0x0004,0.00002149,0.0000001,501,0,0.558565128792156,0.444240357709371,0,112,0,112,0.000130830666666667,0.451085822,1.61199260333333E-08,1.15915744210207,0.000121559034480737,1.07664174268977,534.3,534.3,48.3158836405215,37.5383102264418,TCP,123,123,6,6,12,519,507,10.741809129715,13.5062019824982,86.5,21.743964679883,472.8,84.5,25.3436382549941,642.3,0,0,2,0,0,0,0,0,0,
443,0x0011,0x0004,0.000039264,0.000100938,501,0,0.480427739838942,0.383249535935263,0,105,0,105,0.000133544,0.522327363333333,1.62620588007273E-08,1.59592879634202,0.000122093764107755,1.26330075450861,376.8,287.1,39.8755024066322,28.1688408912419,TCP,102,63,6,6,12,498,441,12.4888708591461,15.6555962562561,83,18.0499307477896,325.8,73.5,19.3261480900877,373.5,0,0,2,0,0,0,0,0,0,
443,0x0010,0x0018,0.000061575,0.004709877,501,999,419.157947334233,212.316071880537,0,105,0,105,0,0,0,0,0,0,0,0,35838.0044970769,22293.1875474563,TCP,39,39,2,1,3,171,105,0.00477147102355957,0.00470995903015137,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000089657,0.014748815,501,811,134.784902871282,67.8020723880959,0,112,0,112,0,0,0,0,0,0,0,0,11995.8563555441,7593.83210746674,TCP,46,46,2,1,3,178,112,0.0148384571075439,0.0147488117218018,89,0,0,112,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000125645,0.014678053,501,256,135.101834404342,68.1291663959457,0,105,0,105,0,0,0,0,0,0,0,0,11551.2068415712,7153.5624715743,TCP,39,39,2,1,3,171,105,0.0148036479949951,0.0146780014038086,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,2155,3105,9,10,19,2533,3525,0,0,281.444444444444,0,0,0,426.707615222519,182079.388888889,0,0,0,0,0,0,0,0,0,
53789,0x0012,0,2.019970924,0,64240,0,0.990113276423651,0,0,58,0,0,0,0,0,0,0,0,0,0,57.4265700325718,0,TCP,0,0,2,0,2,116,0,2.01997089385986,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
19004,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,1260,0,4,0,4,1428,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8304,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4749,0x0012,0,0,0,64240,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,TCP,0,0,1,0,1,58,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
57750,0x0004,0x0011,0.000040104,0.000021269,0,501,76.1916387826207,2014.07154861945,0,112,0,112,0.0042475174,0.000182395,7.79524509529838E-05,2.5555992298E-08,0.00837598984345644,0.000159862416777678,472.8,531.583333333333,6019.13946382704,171699.599519808,TCP,77,77,5,4,9,395,341,0.0656239986419678,0.00198602676391602,79,17.7270979012358,314.25,85.25,23.0560910245716,531.583333333333,0,0,0,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000060754,29200,0,0,16448.2509803922,0,74,0,54,0,0,0,0,0,0,0,0,0,888205.552941177,TCP,0,0,1,1,2,74,54,0,6.07967376708984E-05,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,5760,0,18,0,18,6516,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58692,0x0004,0x0011,0.0000001,0.00002149,0,501,56.3896059198073,2120.74529136645,0,112,0,112,0.0057809208,0.000173531,0.000146886918903014,2.0884000594E-08,0.0114977487802053,0.00014451297725118,472.8,531.583333333333,4454.77886766477,180793.53608899,TCP,77,77,5,4,9,395,341,0.0886688232421875,0.00188612937927246,79,17.7270979012358,314.25,85.25,23.0560910245716,531.583333333333,0,0,0,0,0,0,0,0,0,
45764,0x0004,0x0011,0.000100938,0.000039264,0,501,97.6732445007475,2025.01098370549,0,90,0,105,0.0032909066,0.00018402075,4.61051596741185E-05,1.891407151225E-08,0.00644163362096189,0.000137528438921737,115.2,368.25,6563.64203045023,165544.647917924,TCP,24,63,5,4,9,336,327,0.0511910915374756,0.00197529792785645,67.2,3,9,81.75,19.1898410623955,368.25,0,0,0,0,0,0,0,0,0,
53579,0x0018,0x0010,0.502906187,0.000065842,4111,3153,0.163272543372942,0.161626171853591,0,119,0,1129,0.0596958492108844,0.000370666360824742,0.0791571183014352,7.3158678201868E-06,0.281109404595334,0.002704786095089,27.0888068537995,5151.75918947743,16.1040041249271,9.74755778704648,TCP,13110,1836,294,291,585,28998,17550,1800.67017960548,1800.45098304749,98.6326530612245,4.85903490486005,23.6102202066483,60.3092783505155,71.7757562793833,5151.75918947743,0,0,2,0,0,0,0,0,0,
443,0x0010,0x0010,10.163317276,0.077569684,501,501,0.195309321185856,0.192407867039744,0,66,0,66,0,0.0772094525,0,2.59533467184503E-07,0,0.000509444272894007,0,0,12.8904151982665,12.6989192246231,TCP,0,0,2,2,4,132,132,10.2401666641235,10.3945853710175,66,0,0,66,0,0,0,0,2,0,0,0,0,0,0,
80,0x0010,0x0010,10.225233248,0.014910477,501,506,0.195312990946474,0.194749056355057,0,66,0,66,0,0.014825774,0,1.43491964180001E-08,0,0.000119788131373689,0,0,12.8906574024673,12.8534377194338,TCP,0,0,2,2,4,132,132,10.2399742603302,10.2696261405945,66,0,0,66,0,0,0,0,2,0,0,0,0,0,0,
8304,0x0012,0,8.19204775,0,64240,0,0.244139199432222,0,0,58,0,0,0,0,0,0,0,0,0,0,14.1600735670689,0,TCP,0,0,2,0,2,116,0,8.19204783439636,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
80,0x0010,0x0010,10.23323962,0.003577797,501,137,0.195314205135553,0.195118919478667,0,66,0,66,0,0.005124324,0,4.783491523458E-06,0,0.00218711945797618,0,0,12.8907375389465,12.877848685592,TCP,0,0,2,2,4,132,132,10.2399106025696,10.2501592636108,66,0,0,66,0,0,0,0,2,0,0,0,0,0,0,
4749,0x0012,0,8.192044664,0,64240,0,0.244139291801734,0,0,58,0,0,0,0,0,0,0,0,0,0,14.1600789245006,0,TCP,0,0,2,0,2,116,0,8.19204473495483,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
443,0x0010,0x0018,0.000011151,0.000170228,501,84,0.196405947381631,0.194843106574017,0,287,0,233,1.253602353125,0.0262814898333333,11.6963731556036,0.00160078534652471,3.3113969610088,0.0400098156272272,10975.0714285714,5913.86666666667,31.7686619889788,26.823401005023,TCP,766,430,8,6,14,1294,826,40.7319641113281,30.794007062912,161.75,99.0764495586255,9816.14285714286,137.666666666667,76.901668815876,5913.86666666667,0,0,4,0,0,0,0,0,0,
12112,0x0012,0,8.191995042,0,64240,0,0.24414076972343,0,0,58,0,0,0,0,0,0,0,0,0,0,14.160164643959,0,TCP,0,0,2,0,2,116,0,8.19199514389038,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
53789,0x0012,0,8.191970836,0,64240,0,0.244141494480031,0,0,58,0,0,0,0,0,0,0,0,0,0,14.1602066798418,0,TCP,0,0,2,0,2,116,0,8.19197082519531,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
25,0x0002,0x0014,0,0.000108963,29200,0,0,9177.90809628009,0,74,0,54,0,0,0,0,0,0,0,0,0,495607.037199125,TCP,0,0,1,1,2,74,54,0,0.000108957290649414,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.000103082,514,501,0,9709.03703703704,0,60,0,66,0,0,0,0,0,0,0,0,0,640796.444444444,TCP,1,0,1,1,2,60,66,0,0.000102996826171875,60,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
1940,0x0004,0x0014,0.021998976,0.000055193,1200,0,90.6856932823074,18157.1601731602,0,60,0,54,0,0,0,0,0,0,0,0,5441.14159693844,980486.649350649,TCP,0,0,2,1,3,120,54,0.0220541954040527,5.50746917724609E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
15912,0x0004,0x0014,0.024572011,0.000057718,1200,0,81.2023425778036,17331.8347107438,0,60,0,54,0,0,0,0,0,0,0,0,4872.14055466822,935919.074380165,TCP,0,0,2,1,3,120,54,0.0246298313140869,5.76972961425781E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.000061865,0.003331918,501,392,589.294555672638,300.129087656529,0,105,0,105,0,0,0,0,0,0,0,0,50384.6845100105,31513.5542039356,TCP,39,39,2,1,3,171,105,0.00339388847351074,0.00333189964294434,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0011,0.000177411,0.000000521,501,255,46.0066964836605,11.8508271526453,0,112,0,66,0.00034625575,0.0415875545,2.67552598428214E-07,0.00345896271066024,0.000483847624386736,0.0588129467945642,531.583333333333,0,3922.07087523206,782.154592074592,TCP,77,0,4,2,6,341,132,0.0869438648223877,0.168764591217041,85.25,17.8978583448784,320.333333333333,66,0,0,0,0,1,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000164737,29200,0,0,6069.90448625181,0,74,0,54,0,0,0,0,0,0,0,0,0,327774.842257598,TCP,0,0,1,1,2,74,54,0,0.00016474723815918,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
44449,0x0018,0x0010,0.000024516,0.00000005,3153,4112,0.356726912120482,0.358471110538256,0,2946,0,119,0.000600144512,0.00536058213184932,1.67918376065186E-05,0.000887305495520314,0.00409614503361799,0.0297876735499823,1024442.04846154,258.944465330482,860.744939347864,23.49458942973,TCP,1474310,3722,625,584,1209,1508060,38276,1752.04050707817,1629.14104604721,2412.896,1008.69773411611,1017471.11881096,65.541095890411,14.0451986448011,197.267604971921,0,0,68,0,0,0,0,0,0,
443,0x0010,0x0010,0.000039054,0.00000006,501,267,105.388494541252,70.3450161216609,0,105,0,66,0.00002300325,0.00378064775,3.08080365357143E-10,2.85559528452669E-05,1.64185967636549E-05,0.00534377702054146,368.25,0,8615.50942874731,4642.77106402962,TCP,63,0,4,4,8,327,264,0.0379548072814941,0.0568625926971436,81.75,13.856406460551,192,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0011,0.000019406,0.000194302,501,8,126.071492444224,73.0415944691633,0,105,0,66,0.002248207,0.002407231,1.70965501714343E-05,9.794109518082E-06,0.00386774888016337,0.00312955420436873,368.25,0,10306.3445073153,4820.74523496478,TCP,63,0,4,2,6,327,132,0.0317280292510986,0.0273816585540771,81.75,13.856406460551,192,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0004,0x0004,0.000067126,0.003077235,0,0,21.9774728890789,8.98519820523284,0,105,0,90,0.0011904284,0.0272003615,2.13038000063049E-06,0.00259690686201803,0.00138468119094882,0.050959855396361,325.8,144,1621.93749921402,619.978676161066,TCP,63,24,5,4,9,369,276,0.227505683898926,0.445176601409912,73.8,16.9705627484771,288,69,14.2828568570857,204,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0011,0.000136043,0.000000822,501,128,113.348079586528,43.9417295694672,0,105,0,66,0.00159143075,0.0082639955,7.9737098680425E-06,0.000136560072582205,0.00264140041162585,0.011685892031942,368.25,0,9266.2055061987,2900.15415158484,TCP,63,0,4,2,6,327,132,0.0352895259857178,0.0455148220062256,81.75,13.856406460551,192,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0.000008737,0.000153395,501,136,161.686288115339,86.4288157596489,0,105,0,66,0.00165871625,0.00168776466666667,9.18419331934936E-06,7.50480631945033E-06,0.00283481377773403,0.00273949015684494,368.25,0,13217.8540534289,5704.30184013683,TCP,63,0,4,3,7,327,198,0.0247392654418945,0.0347106456756592,81.75,13.856406460551,192,66,0,0,0,0,1,0,0,0,0,0,0,
