dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
56387,0x0004,0x0014,0.039762988,0.00002105,1200,0,50.2715232581832,47662.5454545455,0,60,0,54,0,0,0,0,0,0,0,0,3016.29139549099,2573777.45454545,TCP,0,0,2,1,3,120,54,0.0397839546203613,2.09808349609375E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,11047,41292,14,42,56,11635,43056,0,0,831.071428571429,0,0,0,580.910621202422,337457.149825784,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,89,0,131,0,0,0,0,0,0,0,0,0,0,UDP,47,89,1,1,2,89,131,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0014,0x0018,0.000017542,0.003895148,64128,68352,8.98217240816239,13.0824200566973,0,732,0,5666,0.0189790444166667,0.002877170625,0.00330908757425194,5.84339436576541E-06,0.056313487952042,0.00241731139197361,37218.8106060606,3672118.41071429,1303.16351355089,20083.1500895374,TCP,941,11745,12,8,20,1741,12281,1.3359797000885,0.611507654190064,145.083333333333,200.673547652083,40269.8727272727,1535.125,1915.40353357421,3668770.69642857,0.00457215309143066,1,6,0,0,0,0,0,0,
443,0x0004,0x0011,0.000003577,0.003817644,0,68352,7.17020958475579,9.53014821328353,0,732,0,5666,0.0177245770769231,0.00300389425,0.00308689619575413,5.97816991352793E-06,0.0544809087570532,0.0024450296344887,34590.2564102564,4753622.83928572,983.421822278429,14632.3513129702,TCP,941,11747,13,8,21,1783,12283,1.81305718421936,0.839441299438477,137.153846153846,193.862865464381,37582.8106060606,1535.375,2179.51245776927,4750274.55357143,0.00447869300842285,1,5,0,0,0,0,0,0,
443,0x0004,0x0011,0.000002834,0.004058664,0,68352,7.6501838407247,10.4824201844579,0,732,0,4266,0.0164584105,0.00267761122222222,0.00281541003137156,6.97747958731194E-06,0.0521043153021733,0.00264149192452143,32303.7197802198,2507589.44444444,1010.37070867857,14383.0452064301,TCP,941,11747,14,9,23,1849,12349,1.83002138137817,0.858580350875855,132.071428571429,186.815691429019,34900.1025641026,1372.11111111111,1582.71479146153,2504986.11111111,0.00441455841064453,1,6,0,0,0,0,0,0,
443,0x0004,0x0011,0.00001088,0.003787669,0,68352,7.22644800417009,8.73365473597914,0,732,0,7066,0.0206878843636364,0.00379936442857143,0.00354743811773874,4.13823328838195E-06,0.0581909866780827,0.00203426480291577,40269.8727272727,7747728.33333333,1092.50754826681,15241.4751792459,TCP,941,11746,11,7,18,1663,12216,1.52218627929688,0.801497220993042,151.181818181818,210.036213808741,44115.2111111111,1745.14285714286,2782.67188319496,7743262.80952381,0.00434446334838867,1,4,0,0,0,0,0,0,
443,0x0018,0x0011,0.004132902,0.00000009,168064,69632,4.86423954177946,4.50975014174828,0,732,0,11266,0.00697283445945946,0.00109023273015873,0.000878163575472464,4.69934021250707E-06,0.0294329152502473,0.00216779616488891,14135.9774774775,5048754.49359959,552.945716560119,8923.7217804861,TCP,1756,120496,37,63,100,4206,124662,7.60653328895569,13.9697318077087,113.675675675676,120.306777177849,14473.7206349206,1978.7619047619,2246.83375581445,5048261.92626728,0.00428128242492676,1,22,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,275,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,546,167426,5,129,134,756,172844,0,0,151.2,0,0,0,243.934641853354,59504.109496124,0,0,0,0,0,0,0,0,0,
80,0x0010,0x0018,0.041798123,0.001213,501,269,46.3520466802228,62.1744508803332,0,493,0,768,0.0106347285,0.005406139,0.000370064225911895,2.73173174143267E-05,0.0179946157967573,0.00522659711612887,60776.3333333333,164268,12955.3970471223,25926.746017099,TCP,854,1404,4,4,8,1118,1668,0.0862960815429688,0.0643351078033447,279.5,246.52856494397,60776.3333333333,417,405.299888971117,164268,0,0,2,0,0,0,0,0,0,
80,0x0010,0x0018,0.000041027,0.006790935,64128,66816,178.370962597546,115.491477820305,0,493,0,768,0.00008347075,0.00473329366666667,1.17666732219286E-08,3.18131612945033E-06,0.000101468414145425,0.00178362443621137,45582.25,164268,31170.3257139212,34955.4206202788,TCP,427,702,4,3,7,699,908,0.0224251747131348,0.0259759426116943,174.75,246.52856494397,60776.3333333333,302.666666666667,403.010338990619,162417.333333333,0.00378131866455078,1,2,0,0,0,0,0,0,
80,0x0010,0x0018,0.000013194,0.006481569,64128,66816,174.780873007605,111.829219953963,0,493,0,768,0.00007783975,0.00479630833333333,1.54852168973571E-08,2.13045190367633E-06,0.000116402597845527,0.0014596067633703,45582.25,164268,30542.957558079,33846.9772393996,TCP,427,702,4,3,7,699,908,0.022885799407959,0.0268266201019287,174.75,246.52856494397,60776.3333333333,302.666666666667,403.010338990619,162417.333333333,0.00393414497375488,1,2,0,0,0,0,0,0,
80,0x0010,0x0018,0.00001596,0.006317693,64128,66816,148.306881767956,96.496943948097,0,493,0,768,0.0004985115,0.00488086233333333,8.05591253234572E-07,1.54837086976133E-06,0.00083957867206132,0.00124433551334089,45582.25,164268,25916.6275889503,29206.4083682907,TCP,427,702,4,3,7,699,908,0.0269711017608643,0.0310890674591064,174.75,246.52856494397,60776.3333333333,302.666666666667,403.010338990619,162417.333333333,0.0041654109954834,1,2,0,0,0,0,0,0,
80,0x0010,0x0012,0.00001577,0.00419631,64256,65535,474.817909096055,238.299187546162,0,74,0,74,0,0,0,0,0,0,0,0,33237.2536367238,17634.139878416,TCP,0,0,2,1,3,140,74,0.00421214103698731,0.0041964054107666,70,0,0,74,0,0,0.0041964054107666,1,1,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,1891,16493,12,17,29,2395,17207,0,0,199.583333333333,0,0,0,566.397744003068,320806.404411765,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,87,0,170,0,0,0,0,0,0,0,0,0,0,UDP,45,128,1,1,2,87,170,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,UDP,44,0,1,0,1,86,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.00001579,0.000287265,501,6110,200.607614310312,101.933385989428,0,1011,0,137,0,0.00497691,0,4.398554045205E-05,0,0.00663215956171517,0,2520.5,108027.200306103,10346.238677927,TCP,945,71,2,2,4,1077,203,0.00996971130371094,0.0196206569671631,538.5,0,0,101.5,50.2045814642449,2520.5,0,0,1,0,0,0,0,0,0,
54932,0x0004,0x0011,0.00000008,0.000014728,0,501,119.378502611393,647.009533211983,0,105,0,105,0.0023617795,0.000520486,3.01213730231941E-05,1.1619290828265E-06,0.00525464162475374,0.00107792814362855,287.1,325.8,8774.31994193741,50854.9493104619,TCP,63,63,6,5,11,441,393,0.0502603054046631,0.00772786140441895,73.5,3,9,78.6,18.0499307477896,325.8,0,0,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
443,0x0010,0x0010,0,0.000056485,508,501,0,17697.4852320675,0,60,0,66,0,0,0,0,0,0,0,0,0,1168034.02531646,TCP,1,0,1,1,2,60,66,0,5.65052032470703E-05,60,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
44449,0x0010,0x0018,0.00008073,0.000487789,3085,4109,0.366105935692325,0.384570291503137,0,4392,0,119,0.00231811466385669,0.00327131184672304,0.000178371596256771,7.28089931783263E-05,0.013352064167922,0.00853281859518449,1868202.94366933,418.509216192937,767.613042289608,26.184114667777,TCP,1938519,8404,949,946,1895,1989765,64410,2592.14589953423,2459.88840246201,2096.69652265543,1365.99886243855,1865952.8921834,68.0866807610994,18.2380175108921,332.625282727608,0,0,74,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.016554901,501,501,0,60.4053228872631,0,66,0,66,0,0,0,0,0,0,0,0,0,3986.75131055936,TCP,0,0,1,1,2,66,66,0,0.0165548324584961,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.014295269,501,884,0,69.9528677929919,0,54,0,60,0,0,0,0,0,0,0,0,0,4197.17206757951,TCP,0,0,1,1,2,54,60,0,0.0142953395843506,54,0,0,60,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.010849068,501,16208,0,92.1744022503516,0,66,0,66,0,0,0,0,0,0,0,0,0,6083.51054852321,TCP,0,0,1,1,2,66,66,0,0.0108489990234375,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
50180,0x0004,0x0019,0.00000015,0.000178944,0,501,196.194917731807,1532.4457435148,0,105,0,105,0.0023630985,0.000370756,1.91421067962574E-05,7.3583686688E-08,0.00409259617440143,0.000271263131825908,380.25,112.5,14273.180264989,149413.459992693,TCP,39,63,4,2,6,291,195,0.0203878879547119,0.00130510330200195,72.75,3.46410161513775,12,97.5,10.6066017177982,112.5,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,87,0,140,0,0,0,0,0,0,0,0,0,0,UDP,45,98,1,1,2,87,140,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,82,0,160,0,0,0,0,0,0,0,0,0,0,UDP,40,118,1,1,2,82,160,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.011735269,501,19,0,85.2137095954979,0,66,0,66,0,0,0,0,0,0,0,0,0,5624.10483330286,TCP,0,0,1,1,2,66,66,0,0.011735200881958,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000025748,0.000900949,501,84,25.1898046940688,12.6761450468194,0,287,0,233,0.0000443955,0.0265387986666667,3.110485054E-09,0.00197963545085176,0.0000521696695624,0.0444930944175808,12760.3333333333,7392.33333333333,4068.1534580921,1745.0826347788,TCP,382,215,4,3,7,646,413,0.158794403076172,0.23666501045227,161.5,92.9533933395298,8640.33333333333,137.666666666667,85.9786795277372,7392.33333333333,0,0,2,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.004598319,501,269,0,217.479207715441,0,66,0,66,0,0,0,0,0,0,0,0,0,14353.6277092191,TCP,0,0,1,1,2,66,66,0,0.00459814071655273,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.004155584,501,261,0,240.637062535858,0,66,0,66,0,0,0,0,0,0,0,0,0,15882.0461273666,TCP,0,0,1,1,2,66,66,0,0.00415563583374023,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.003941355,501,261,0,253.723549694513,0,66,0,66,0,0,0,0,0,0,0,0,0,16745.7542798379,TCP,0,0,1,1,2,66,66,0,0.00394129753112793,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.003890471,501,261,0,257.051173622602,0,66,0,66,0,0,0,0,0,0,0,0,0,16965.3774590917,TCP,0,0,1,1,2,66,66,0,0.0038902759552002,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0018,0x0010,0.00229145,0.008374637,501,392,1.98354964863591,1.96606356493739,0,305,0,182,0.24770221025,0.004425906,0.208591900183745,1.1772935573622E-05,0.427221151935127,0.00343117116647101,13266.9166666667,3557.5,406.131790558203,205.453642535957,TCP,555,231,4,6,10,819,627,2.0165867805481,3.05178332328796,204.75,114.892703568736,13200.3333333333,104.5,59.6447818337866,3557.5,0,0,0,0,0,0,0,0,0,
36820,0x0004,0x0011,0.00000004,0.000016341,0,501,111.056397945314,1866.62394303516,0,112,0,112,0.0029025255,0.000197848666666667,4.59463145109712E-05,4.61149519663333E-08,0.00648979621932694,0.000214743921837926,417.766666666667,550.333333333333,8532.83324213165,171107.194778223,TCP,77,77,6,3,9,461,275,0.0540266036987305,0.00160717964172363,76.8333333333333,15.4983870128475,240.2,91.6666666666667,23.4591844132172,550.333333333333,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,960,0,3,0,3,1086,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,189,0,0,0,0,0,0,0,0,0,0,UDP,4314,342,5,5,10,4524,552,0,0,904.8,0,0,0,56.0606814086308,3142.8,0,0,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,21341,7445,27,19,46,22475,8243,0,0,832.407407407407,0,0,0,526.624709632316,277333.584795322,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.003629794,501,289,0,275.506043089858,0,66,0,66,0,0,0,0,0,0,0,0,0,18183.3988439306,TCP,0,0,1,1,2,66,66,0,0.00362968444824219,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
49466,0x0004,0x0011,0.000207948,0.000033382,0,63986,21.2621918815135,595.753610151035,0,105,0,105,0.0154102958333333,0.000624627333333333,0.00127489845924656,4.20396869430333E-07,0.0341856244783682,0.00064838018895578,287.1,387,1562.77110329124,51830.56408314,TCP,63,63,6,3,9,441,261,0.282191038131714,0.0050356388092041,73.5,13.0076900332073,169.2,87,19.672315572906,387,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.003448897,501,289,0,289.942209318402,0,66,0,66,0,0,0,0,0,0,0,0,0,19136.1858150145,TCP,0,0,1,1,2,66,66,0,0.0034489631652832,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
43788,0x0004,0x0011,0.000179886,0.000030006,0,501,108.331241250704,1278.491363544,0,90,0,105,0.0029363762,0.000312118,3.50139306499002E-05,6.2138853732E-08,0.00561360290588052,0.000249276661025456,115.2,387,7279.8594120473,111228.748628328,TCP,24,63,5,3,8,336,261,0.0461547374725342,0.00234651565551758,67.2,3,9,87,19.672315572906,387,0,0,0,0,0,0,0,0,0,
54267,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,UDP,574,0,2,0,2,658,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,93,0,125,0,0,0,0,0,0,0,0,0,0,UDP,51,83,1,1,2,93,125,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,85,0,149,0,0,0,0,0,0,0,0,0,0,UDP,43,107,1,1,2,85,149,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.0034933,501,296,0,286.261534261534,0,66,0,66,0,0,0,0,0,0,0,0,0,18893.2612612613,TCP,0,0,1,1,2,66,66,0,0.00349330902099609,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.004215516,501,289,0,237.220971664499,0,66,0,66,0,0,0,0,0,0,0,0,0,15656.5841298569,TCP,0,0,1,1,2,66,66,0,0.00421547889709473,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.016137763,501,19548,0,61.9661678017936,0,66,0,66,0,0,0,0,0,0,0,0,0,4089.76707491838,TCP,0,0,1,1,2,66,66,0,0.0161378383636475,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,400,0,157,0,0,0,0,0,0,0,0,0,0,UDP,457,196,4,4,8,625,364,0,0,156.25,0,0,0,44.0681290730614,1942,0,0,0,0,0,0,0,0,0,
80,0x0010,0x0010,0,0.003712468,501,135,0,269.349088106858,0,66,0,66,0,0,0,0,0,0,0,0,0,17777.0398150527,TCP,0,0,1,1,2,66,66,0,0.00371265411376953,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,86,0,118,0,0,0,0,0,0,0,0,0,0,UDP,44,76,1,1,2,86,118,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,90,0,154,0,0,0,0,0,0,0,0,0,0,UDP,48,112,1,1,2,90,154,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8098,0x0002,0x0014,0,0.000046898,65535,0,0,21290.883248731,0,60,0,54,0,0,0,0,0,0,0,0,0,1149707.69543147,TCP,0,0,1,1,2,60,54,0,4.69684600830078E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,296,0,1395,0,0,0,0,0,0,0,0,0,0,UDP,561,4978,4,7,11,729,5272,0,0,182.25,0,0,0,663.063955832173,439653.80952381,0,0,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,865,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,2098,105020,4,80,84,2266,108380,0,0,566.5,0,0,0,215.713798904879,46532.4430379747,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,92,0,300,0,0,0,0,0,0,0,0,0,0,UDP,50,258,1,1,2,92,300,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,93,0,109,0,0,0,0,0,0,0,0,0,0,UDP,51,67,1,1,2,93,109,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
53579,0x0010,0x0018,0.00000005,0.000014397,4112,3085,0.794637296168898,0.950708768630917,0,119,0,2946,0.00418827280387409,0.00034840692997543,0.00104288742038464,8.14357599828194E-06,0.0322839918938149,0.00285369514809868,219.230188568494,723761.502641353,51.253143572269,2448.61583863478,TCP,4262,2052557,826,814,1640,53276,2096513,1039.46794843674,856.203315734863,64.498789346247,12.9571850229416,167.888643718741,2575.5687960688,850.741736745855,723761.502641353,0,0,734,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.014801092,501,27,0,67.5628865979382,0,66,0,66,0,0,0,0,0,0,0,0,0,4459.15051546392,TCP,0,0,1,1,2,66,66,0,0.014801025390625,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.013579285,501,27,0,73.6424194539549,0,66,0,66,0,0,0,0,0,0,0,0,0,4860.39968396102,TCP,0,0,1,1,2,66,66,0,0.0135791301727295,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.003367064,501,392,0,296.983926927707,0,66,0,66,0,0,0,0,0,0,0,0,0,19600.9391772286,TCP,0,0,1,1,2,66,66,0,0.00336718559265137,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000013665,0.004605262,501,8,432.982760400537,217.141437150549,0,105,0,105,0,0,0,0,0,0,0,0,37020.0260142459,22799.8509008076,TCP,39,39,2,1,3,171,105,0.00461912155151367,0.00460529327392578,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000011051,0.004478756,501,8,445.468004885561,223.279425073197,0,105,0,105,0,0,0,0,0,0,0,0,38087.5144177155,23444.3396326857,TCP,39,39,2,1,3,171,105,0.00448966026306152,0.00447869300842285,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000049933,0.016060168,501,116,124.146929110552,62.2660589955612,0,112,0,112,0,0,0,0,0,0,0,0,11049.0766908391,6973.79860750286,TCP,46,46,2,1,3,178,112,0.0161099433898926,0.0160601139068604,89,0,0,112,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000004999,0.004188887,501,134,476.86930816895,238.719635742743,0,105,0,105,0,0,0,0,0,0,0,0,40772.3258484452,25065.561752988,TCP,39,39,2,1,3,171,105,0.00419402122497559,0.00418901443481445,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000023193,0.00000004,501,134,480.144696926335,241.412685622194,0,105,0,105,0,0.0020710945,0,8.5785334839405E-06,0,0.00292891336231383,0,760.5,41052.3715872017,20640.7846206976,TCP,39,39,2,2,4,171,171,0.0041654109954834,0.00828456878662109,85.5,0,0,85.5,27.5771644662754,760.5,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000033532,0.003699153,501,134,535.807869187532,270.321216808456,0,105,0,105,0,0,0,0,0,0,0,0,45811.572815534,28383.7277648879,TCP,39,39,2,1,3,171,105,0.00373268127441406,0.00369930267333984,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000009267,0.004423444,501,8,451.194492254733,226.071470921145,0,105,0,105,0,0,0,0,0,0,0,0,38577.1290877797,23737.5044467202,TCP,39,39,2,1,3,171,105,0.00443267822265625,0.00442337989807129,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000009588,0.003918512,501,8,509.171957511381,255.205597809553,0,105,0,105,0,0,0,0,0,0,0,0,43534.2023672231,26796.587770003,TCP,39,39,2,1,3,171,105,0.00392794609069824,0.00391840934753418,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,960,0,3,0,3,1086,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.016022638,501,13756,0,62.4115231236236,0,66,0,66,0,0,0,0,0,0,0,0,0,4119.16052615916,TCP,0,0,1,1,2,66,66,0,0.0160226821899414,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000023763,0.000000581,495,265,6.51481311007227,6.45125355044451,0,2346,0,2138,4.00476666666667E-05,0.0767120853333333,2.01693510106667E-09,0.0165826451688027,4.09973078492831E-05,0.128773619848177,1732800,1409971,5381.2356289197,4948.11147319094,TCP,2280,2103,3,3,6,2478,2301,0.46048903465271,0.465025901794434,826,0,0,767,1187.42199743815,1409971,0,0,2,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.016942342,810,501,0,59.0239934703987,0,66,0,66,0,0,0,0,0,0,0,0,0,3895.58356904631,TCP,0,0,1,1,2,66,66,0,0.0169422626495361,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000060512,0.00371875,501,8,529.182942215493,268.90011539941,0,105,0,105,0,0,0,0,0,0,0,0,45245.1415594247,28234.5121169381,TCP,39,39,2,1,3,171,105,0.00377941131591797,0.00371885299682617,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000016471,0.004260418,501,134,467.644553461924,234.725166489451,0,105,0,105,0,0,0,0,0,0,0,0,39983.6093209945,24646.1424813924,TCP,39,39,2,1,3,171,105,0.00427675247192383,0.00426030158996582,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000017553,0.003714932,501,8,535.84209517726,269.176228982159,0,105,0,105,0,0,0,0,0,0,0,0,45814.4991376557,28263.5040431267,TCP,39,39,2,1,3,171,105,0.00373244285583496,0.00371503829956055,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000019045,0.004792471,501,8,415.668599177444,208.661459628874,0,105,0,105,0,0,0,0,0,0,0,0,35539.6652296715,21909.4532610318,TCP,39,39,2,1,3,171,105,0.00481152534484863,0.00479245185852051,85.5,0,0,105,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.004212301,501,8,0,237.395517319448,0,66,0,66,0,0,0,0,0,0,0,0,0,15668.1041430835,TCP,0,0,1,1,2,66,66,0,0.00421237945556641,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0010,0,0.004236295,501,8,0,236.059432687978,0,66,0,66,0,0,0,0,0,0,0,0,0,15579.9225574066,TCP,0,0,1,1,2,66,66,0,0.00423622131347656,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
443,0x0010,0x0010,0,0.003410597,501,289,0,293.205452638937,0,66,0,66,0,0,0,0,0,0,0,0,0,19351.5598741699,TCP,0,0,1,1,2,66,66,0,0.00341057777404785,66,0,0,66,0,0,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.000070993,0.000000681,501,136,536.836554460515,273.663523961766,0,105,0,105,0,0.001827305,0,6.673110474752E-06,0,0.00258323643415619,0,760.5,45899.525406374,23398.231298731,TCP,39,39,2,2,4,171,171,0.00372552871704102,0.0073082447052002,85.5,0,0,85.5,27.5771644662754,760.5,0,0,1,0,0,0,0,0,0,
